@ 圖示
表情亞歷克斯（緊張）
表情亞歷克斯（中立）
表情亞歷克斯（懇求）
表情亞歷克斯（嘔吐）
表情亞歷克斯（悲傷）
表情亞歷克斯（尖叫）
表情亞歷克斯（震驚）
表情亞歷克斯（害羞）
表情亞歷克斯（生病）
表情亞歷克斯（微笑）
表情亞歷克斯（得意）
表情亞歷克斯（強調）
表情亞歷克斯（超快樂）
表情亞歷克斯（流汗）
表情亞歷克斯（害怕）
表情亞歷克斯（思考）
表情亞歷克斯（累了）
表情亞歷克斯（舌頭）
表情亞歷克斯（眨眼）
表情亞歷克斯 (Woozy)
表情亞歷克斯（打哈欠）
圖釋外星人
表情符號天使
圖釋生氣
表情痛苦
表情符號 焦慮
圖中驚訝
纏著繃帶的圖釋
喜氣洋洋的表情符號
表情大笑
圖中大大的微笑
圖釋空白
圖釋空白（貓）
圖釋空白（小醜）
表情空白（冷）
圖釋空白 (imp)
表情符號空白（瘋狂）
表情符號空白（紅小鬼）
圖釋空白（害怕）
飛吻表情包
臉紅的表情
圖釋貓生氣
圖釋 貓哭
圖釋貓咧嘴笑
圖釋 貓 心 眼睛
圖釋 貓 接吻
圖釋貓笑哭
圖釋貓尖叫
圖釋貓微笑
圖釋 貓 扭曲
土釋雲
表情小醜
冷的表情
表情自信
困惑的釋
困惑的表情
表情酷
表情酷又驚訝
圖釋牛仔
表情符號瘋狂
表情符號哭泣
大聲哭的圖示
表情符號死了
表情符號德普
圖釋對角線
失望的圖釋
表情符號偽裝
表情厭惡
表情頭暈
圖釋虛線
表情沮喪 流汗
表情尷尬
尷尬哭泣的圖釋
圖釋空
空虛的幸福圖釋
圖釋空驚喜
表情符號 呼氣
爆炸頭圖釋
沒有表情的釋
圖釋眼睛
表情符號口罩
假裝幸福的圖釋
表情符號 害怕
臉紅的表情
表情慌張
表情符號 皺眉
表情金（驚訝）
表情符號 做鬼臉
表情符號 咧嘴笑
大眼睛笑的圖釋
快樂的圖釋
圖解心
釋 心 眼睛
表情符號 Herobrine
表情 Herobrine（生氣）
表情 Herobrine（生氣）
表情 Herobrine（嚎啕大哭）
表情 Herobrine (Bleh)
表情 Herobrine（無聊）
表情 Herobrine（閉眼可愛）
表情 Herobrine（酷）
表情 Herobrine（瘋狂）
表情 Herobrine（哭笑）
表情 Herobrine（哭泣）
表情 Herobrine（好奇）
表情 Herobrine（可愛）
表情 Herobrine（流口水）
表情 Herobrine（尷尬）
表情 Herobrine（空）
表情 Herobrine（翻白眼）
表情 Herobrine（揚眉）
表情 Herobrine（閉眼臉紅）
表情 Herobrine（眼睛）
表情 Herobrine（調情）
表情 Herobrine（重點）
表情 Herobrine（快樂臉紅）
表情 Herobrine（擁抱）
表情 Herobrine (Kissy)
表情 Herobrine（說謊）
表情 Herobrine（緊張）
表情 Herobrine（中性）
表情 Herobrine（沈思）
表情 Herobrine（懇求）
表情 Herobrine（嘔吐）
表情 Herobrine（悲傷）
表情 Herobrine（尖叫）
表情 Herobrine（震驚）
表情 Herobrine（害羞）
表情 Herobrine（生病）
表情 Herobrine（微笑）
表情 Herobrine（自鳴得意）
表情 Herobrine（強調）
表情 Herobrine（超級快樂）
表情 Herobrine（出汗）
表情 Herobrine（害怕）
表情 Herobrine（思考）
表情 Herobrine（累了）
表情 Herobrine（舌頭）
表情 Herobrine（眨眼）
表情 Herobrine (Woozy)
表情 Herobrine（打哈欠）
忍住眼淚的表情包
表情符號熱門
表情符號 安靜
表情符號小鬼
表情小鬼（紅）
表情符號 印象深刻
戀愛中的圖釋
接吻表情包
表情吻西
笑的圖釋
笑哭的圖釋
表情笑哭（睜開眼睛）
舔鼻子的圖釋
圖釋說謊
表情融化
圖釋 錢嘴
表情猴子
表情猴（勿聽邪惡）
表情猴（非禮勿視）
表情猴（不說邪惡）
圖釋單片眼鏡
圖釋小鬍子
表情書呆子
表情符號 緊張
表情符號 中性
沒有嘴巴的表情
張開嘴的圖示
張開嘴皺眉的圖釋
表情蒼白死了
表情符號聚會
沈思的圖釋
堅持不懈的表情包
表情懇求
表情符號 大便
表情符號 ROFL
表情符號揚起眉毛
圖釋紅生氣
釋然的表情
表情機器人
圖中翻白眼
悲傷的圖釋
表情悲傷（未使用）
圖釋悲傷但如釋重負
圖釋悲傷牛仔
圖釋害怕
表情符號尖叫
表情符號 嚴重
表情符號噓
圖釋生病了
圖釋 睡覺
表情符號困了
圖中微笑
微笑的圖釋
圖中微笑臉紅
圖中微笑的心
圖中微笑小鬼
圖中微笑小鬼（紅）
圖中微笑淚水
表情符號 傻笑
表情自鳴得意
圖釋打噴嚏
打鼾的表情
圖釋抽泣
圖釋螺旋眼睛
明星表情包
表情符號史蒂夫
表情史蒂夫（生氣）
表情史蒂夫（生氣）
表情符號史蒂夫（大哭）
表情符號史蒂夫（Bleh）
表情史蒂夫（無聊）
表情史蒂夫（閉著眼睛可愛）
表情符號史蒂夫（酷）
表情史蒂夫（哭笑）
表情史蒂夫（哭）
表情史蒂夫（好奇）
表情史蒂夫（可愛）
表情史蒂夫（流口水）
表情史蒂夫（尷尬）
表情符號史蒂夫（空）
表情史蒂夫（翻白眼）
表情史蒂夫（揚眉）
表情史蒂夫（閉著眼睛臉紅）
表情史蒂夫（眼睛）
表情史蒂夫（調情）
表情史蒂夫（專注）
表情符號史蒂夫（開心臉紅）
圖釋史蒂夫（擁抱）
表情符號史蒂夫（Kissy）
表情符號史蒂夫（說謊）
表情史蒂夫（緊張）
表情符號史蒂夫（中立）
表情史蒂夫（沈思）
表情符號史蒂夫（懇求）
表情史蒂夫（嘔吐）
表情史蒂夫（悲傷）
表情史蒂夫（尖叫）
表情史蒂夫（震驚）
表情史蒂夫（害羞）
表情符號史蒂夫（生病了）
表情史蒂夫（微笑）
表情符號史蒂夫（自鳴得意）
表情史蒂夫（強調）
表情史蒂夫（超快樂）
表情史蒂夫（流汗）
表情史蒂夫（害怕）
表情符號史蒂夫（思考）
表情史蒂夫（累了）
表情符號史蒂夫（舌頭）
表情史蒂夫（眨眼）
表情符號史蒂夫（Woozy）
表情史蒂夫（打哈欠）
表情符號強調
伸出舌頭的圖釋
圖釋太陽眼鏡
圖中驚訝
表情發誓
圖中出汗微笑
表情符號 害怕
表情溫度計
表情思維
表情符號累了
圖釋舌頭
伸出的圖釋釋
表情符號勝利
表情不開心
表情符號顛倒
表情符號 嘔吐
表情符號疲倦
圖釋眨眼
圖釋眨眼
圖釋眨眼舌頭
表情符號 暈乎乎的
擔心的圖釋
表情符號 Xok
表情符號 Xok（已關閉）
表情包 好吃
表情符號滑稽
表情拉鍊
心型眼睛的釋出
日本帝國
普魯士帝國
特拉比松帝國
空圖示
結界魔術方塊
結界符文
終結符文
安德立方體
安德龍珠
末影蛇符文
末石斑點
能量球
能量球（暗）
英格蘭
恩金標誌
赤道幾內亞
埃雷特納
埃雷特尼德流星雨
厄利垂亞
誤差立方體
世界語旗幟
愛沙尼亞
史瓦帝尼
以太坊（ETH）
以太扭曲合併
衣索比亞
尤加利 (#48FFA4)
歐盟 (EU)
EXE文件
擴張
體驗立方體
爆炸的泡沫
埃斯特雷馬杜拉
Facebook
臉書信使
花式方格立方體
花式立方體
花式立方體（淺藍）
花式立方體（淺綠）
花式立方體（紅）
花式立方體（黑）
花式立方體（橘）
花式立方體（粉紅）
花式立方體心
花式立方體史蒂夫
花式金心
農耕財富
法羅群島
中美洲聯邦共和國
法拉利
熾熱爆裂符文
斐濟
文件管理器
發現者
芬蘭
火（煉金術）
火焰紋章
火焰螺旋符文
耐火磚 (#B22222)
火狐瀏覽器
敘利亞第一共和國
釣魚財富
釣竿
蒙大拿州旗
粗糙和準備好的偉大共和國的旗幟
紐西蘭聯合部落旗幟
火焰
火焰圖示
火焰粒子
閃光彈
照明彈炸彈
打火石
浮島
花白 (#FFFAF0)
佛羅裡達
花立方
花朵
腳印
腳步粒子
覓食財富
森林綠 (#005800)
森林綠 (#228B22)
鍛造
堡之夜
有框立方體（水綠）
有框立方體（藍）
有框立方體（金）
有框立方體（灰）
有框立方體（綠）
有框立方體（粉紅）
有框立方體（紫）
帶框立方體（紅）
框架立方體（青）
有框立方體（白）
有框立方體（黃）
框架鈾塊
框架白立方體
法國
自由法國
法屬圭亞那
法屬南部和南極土地
皺眉臉
冰凍的海洋圖標
煙霧彈
加彭
加告茲共和國國旗
加告茲旗幟
蓋恩斯伯勒 (#DCDCDC)
銀河奇幻立方體
銀河飛船 Minecraft 太空
銀河星
加利西亞（西班牙）
加利西亞國旗
甘比亞
博弈論標誌
格但斯克
寶石符文 I
性別旗幟
性別旗幟
性別弗洛旗
性別酷兒旗幟
熱那亞
幾何衝刺立方體
幾何衝刺預設立方體
喬治亞州
德國
迦納
惡魂鬥篷
幽靈圖示
幽靈白 (#F8F8FF)
GitHub
吉圖布
洩漏
閃光粒子
信箱
黃金 (#FFD700)
黃金（煉金術）
心型金塊
金鑰匙（綠）
金幣
金帳汗國
黃金矩陣
金棒（#DAA520）
Google
Google雲端硬碟
谷歌鏡頭（黑）
谷歌鏡頭（白）
大哥倫比亞
立陶宛大公國
大冰凍符文
盛大灼熱符文
草塊（發射器）
灰 (#7f7f7f)
灰 (#808080)
灰染料 (#474F52)
灰白A
希臘
綠 (#00582c)
綠 (#008000)
綠 (#824100)
綠拐杖糖塊
綠蠟筆
綠染料 (#5E7C16)
綠花朵圖標
綠圖示
綠黃（#ADFF2F）
格陵蘭
格瑞那達
格里安標誌
關島
瓜地馬拉
根西島
格雷羅旗
幾內亞
幾內亞比紹
蓋亞那
海地
半顆心
半顆心
漢堡
錘子
漢普頓路弗吉尼亞州旗
圓環聊
漢諾威96
快樂氣球夥伴
快樂之火
硬核之心（下界合金）
鐵桿 Minecraft 之心
伊拉克哈希姆王國
夏威夷
治療寶珠
健康
健康（附加）
健康（滿）
健康（受傷）
健康（中毒）
健康（枯萎）
心（坐騎）
心塊
心形盒子
心罐
心形粒子
爐石戰記
紅心
紅心符文
漢志
蒙特內哥羅
高壓警告
鋤
鋤頭（農場下）
霍格華茲球
神聖羅馬帝國
家
宏都拉斯
蜜露 (#F0FFF0)
香港
醫院圖標
熱符文 I
亮粉 (#FF69B4)
休士頓國旗
瓦斯特卡
哈德遜灣公司
匈牙利共和國
匈牙利
飢餓（空）
飢餓（滿）
飢餓（半飽）
飢餓（中毒）
超像素
IDPD 怪胎
井上 (SNCF TGV)
冰符文 I
溜冰鞋符文
冰島
冰島國旗
圖示
圖示（空氣）
圖示（小行星）
圖示（建築物）
圖示（胸部）
圖示（俱樂部）
圖示（立方體）
圖示（骰子）
圖標（地球）
圖示（火）
圖示（旗幟）
圖示（金）
圖示（草）
圖示（閃電）
圖標（市場）
圖示（任務）
圖示（月光）
圖標（人）
圖示（紫）
圖示（雨）
圖示（雪）
圖示（太陽）
圖示（豎起大拇指）
圖標（Tnt）
圖標（塔）
圖標（水）
圖示（香蕉）
圖示（青蛙）
圖示（猴子）
圖示（橘）
圖示（豬）
圖示（南瓜）
圖示音量
愛達荷州
伊利諾州
伊姆古爾
帝王紫 (#580058)
不活動的草立方體
收件匣
收件匣（新郵件）
因康吉托
增加音量
克羅埃西亞獨立國
印度
印度紅 (#CD5C5C)
印第安納州
靛藍 (#410082)
靛藍 (#4B0082)
靛藍蠟筆
印尼
資訊圖示
訊息（粉紅）
訊息（紫）
訊息（紅）
訊息（黃）
Instagram
網際網路
網路（鐵塊）
IE瀏覽器
恐嚇神器
恐嚇遺物
恐嚇護身符
愛荷華州
伊朗
伊拉克
愛爾蘭
鐵（煉金術）
島
島嶼風光
以列
斜體
義大利
象牙 (#FFFFF0)
象牙海岸
傑克敗血癥標誌
翡翠綠 (#00d66b)
哈利斯科州旗幟
牙買加
日本
傑斐遜旗
球衣
約旦
叢林圖示
卡卡奧談話
卡爾馬聯盟
堪薩斯州
卡拉曼王朝
哈薩克
凱莉‧格林 (#56AC00)
肯塔基州
肯亞
鑰匙
卡其 (#F0E68C)
希臘王國
黑山王國
塞爾維亞王國
南斯拉夫王國
匈牙利王國
愛爾蘭王國
義大利王國
耶路撒冷王國
波蘭王國
吉里巴斯
科菲
猶太潔食麥當勞
科索沃
科特林圖標
克魯德瓦特（紅）
克魯德瓦特（白）
庫德斯坦
科威特
吉爾吉斯斯坦
拉里奧哈
拉布拉多旗
寮國
青金石之心
青金石 (#456ed1)
拉雷斯
最後一頁
拉脫維亞
笑
笑石
熔巖粒子
熔巖符文
薰衣草 (#E6E6FA)
薰衣草 (#c286ff)
薰衣草腮紅 (#FFF0F5)
草坪綠 (#7CFC00)
鉛（煉金術）
英雄聯盟
黎巴嫩
勒克萊爾
水蛭至尊碎片
樂高
檸檬雪紡 (#FFFACD)
女同志旗幟
賴索托
字母（最後一個和下一個）
信（最後）
信（下）
賴比瑞亞
利伯蘭
利比亞
列支敦斯登
淺（綠）
燈（關）
淺（橙）
淺（黃）
淺杏 (#ffd6ad)
淺藍
淺藍 (#8fb9f4)
淺藍染料 (#3AB3DA)
淺珊瑚 (#ff4848)
淺青 (#e4ffff)
淺灰 (#c8c8c8)
淺灰 (#e6e6e6)
淺灰染料 (#9D9D97)
淺薰衣草 (#f2e4ff)
淺石灰 (#c3ff86)
淺海玻璃
淺橙 (#ffa448)
淺桃 (#ffc386)
淺桃 (#fff2e4)
淺粉紅 (#ff86c3)
淺粉紅 (#ffadd6)
淺粉紅 (#ffe4e4)
淺粉紅 (#ffe4f2)
淺粉紅 (#ffe4ff)
淺紫 (#ff86ff)
淺紫 (#ffaddf)
淡鮭魚 (#ff8686)
淡鮭魚（#ffadad）
淺綠松石 (#e4fff2)
淺黃 (#f2ffe4)
淺黃 (#ffff86)
淺黃 (#ffffad)
淺黃 (#ffffe4)
淺藍（#ADD8E6）
淺珊瑚 (#F08080)
淺青 (#E0FFFF)
淺金棒黃（#FAFAD2）
淺灰 (#D3D3D3)
淺綠 (#90EE90)
淺粉紅（#FFB6C1）
淡鮭魚 (#FFA07A)
淺海綠（#20B2AA）
淺天藍 (#87CEFA)
淺石板灰 (#778899)
淺鋼藍 (#B0C4DE)
淺黃 (#FFFFE0)
閃電
閃電符文
關燈）
開燈）
喜歡
紫丁香 (#DDA0DD)
萊姆
石灰 (#00FF00)
石灰 (#6bd600)
石灰 (#a4ff48)
石灰蠟筆
石灰染料 (#80C71F)
檸檬綠 (#83d41c)
檸檬綠 (#32CD32)
線
亞麻布 (#FAF0E6)
立陶宛
鎖（關閉）
鎖（鎖定）
鎖（打開）
鎖定（解鎖）
鎖定
原木立方體
長共和國
愛爾蘭領主
洛林
洛杉磯旗
路易斯安那州
下薩克森州
漢莎航空
盧森堡
Mac 符號
今晚麥克
澳門
馬達加斯加
品紅
洋紅 (#820041)
洋紅 (#FF00FF)
洋紅 (#db7ad5)
洋紅染料 (#C74EBD)
魔法符文
魔法符文V
巖漿領主碎片
鎂（煉金術）
麻將牌綠
麻將牌紅
緬因州
緬因州 (1901)
馬拉威
馬來西亞
馬爾地夫
馬裡
馬爾他
惡意軟體
馬穆魯克蘇丹國
法力通量能量球
偽滿洲國
錳（煉金術）
馬尼托巴省
馬克普里爾標誌
栗子 (#2e0000)
栗子 (#2e0017)
栗子 (#800000)
馬紹爾群島
馬裡蘭州
麻薩諸塞州
馬薩諸塞灣殖民地
大師星1
大師星2
大師星3
大師星4
大師星5
矩陣（綠）
矩陣（紫）
矩陣碼
茅利塔尼亞
模里西斯
特立獨行旗幟
馬薩特蘭旗幟
迷宮
麥當勞
麥當勞
梅克倫堡-前波莫瑞州
中藍 (#0000D6)
中型水藍 (#66CDAA)
中藍 (#0000CD)
中型蘭花 (#BA55D3)
中紫 (#9370DB)
中海綠 (#3CB371)
中石板藍 (#7B68EE)
中春綠 (#00FA9A)
中綠松石 (#48D1CC)
中紫紅 (#C71585)
梅利利亞旗幟
內存核心（綠）
記憶體核心（淺藍）
記憶體核心（洋紅）
記憶體核心（紅）
內存核心（黃）
喵音樂符文
水星（煉金術）
訊息圖示
金屬紫 (#5600AC)
儀表
地鐵標誌（四面）
地鐵標誌（單面）
墨西哥
邁阿密旗幟
密西根州
密克羅尼西亞
麥克風頭
微軟
微軟訪問
微軟邊緣
微軟Excel
微軟交換
微軟OneNote
微軟Outlook
微軟PowerPoint
微軟專案
微軟商店
微軟Windows
微軟Word
午夜藍 (#191970)
千年古火灰燼
Mindful SMP 藍燈泡
Minecon 海角立方體
我的世界 10 週年
我的世界鬥篷
我的世界彩軸
我的世界地下城
我的世界月亮
我的世界太陽
礦山綜合體
米內斯托姆
掃雷 0 方塊
掃雷 1 塊
掃雷 2 方塊
掃雷 3 方塊
掃雷 4 方塊
掃雷 5 方塊
掃雷 6 方塊
掃雷 7 方塊
掃雷 8 方塊
掃雷旗瓷磚
掃雷未知磁磚
迷你鍵盤
礦業財富
採礦圖標
明尼阿波利斯旗幟
明尼蘇達州
薄荷奶油（#F5FFFA）
減
減號（主動）
缺少紋理
密西西比州
密蘇裡州
迷霧符文
迷霧玫瑰 (#FFE4E1)
秘銀浸液
混合器
傳銷驕傲旗
行動支付
莫卡辛 (#FFE4B5)
莫江
摩爾多瓦
摩納哥
蒙古帝國
蒙古
怪獸立方體
怪物圖示
蒙特內哥羅
月鐘（第一季）
月亮鐘（滿月）
月亮鐘（新月）
月鐘（第三季）
月亮鐘（下弦月）
月鐘（虧凸月）
月亮鐘（上弦月牙）
月鐘（凸月）
月亮遺物
摩拉維亞
摩洛哥
山地共和國
山地 Minecon Live 2019
滑鼠（左鍵點擊）
滑鼠（中鍵點選）
滑鼠（右鍵）
莫三比克
泥符文
多史蒂夫
多發性煙炸彈
蘑菇圖示
蘑菇島圖標
音樂符文
音樂隨機播放
變異烈焰灰燼
靜音
緬甸
神秘的動力核心
神秘立方體
NFL 標誌（左下）
NFL 標誌（右下）
NFL 標誌（左上）
NFL 標誌（右上）
英偉達
名稱MC
名稱標籤
納米比亞
美國航空暨太空總署標誌
納塔莉亞共和國國旗
國鐵路
諾魯
納瓦荷白 (#FFDEAD)
納瓦拉
納維爾咖啡館
海軍藍 (#000080)
內布拉斯加州
荷蘭 Spoorwegen（紫）
荷蘭 Spoorwegen（白）
荷蘭 Spoorwegen（黃）
尼泊爾
書呆子表情符號
Netflix
荷蘭
荷蘭（荷蘭起義）
內華達州
新不倫瑞克省
新喀裡多尼亞
新英格蘭
新罕布夏州
紐澤西州
新墨西哥州
新南威爾斯州
紐約
紐約市
紐西蘭
紐芬蘭及拉布拉多
紐芬蘭三
下一個
下一章
下一章（活動）
下一頁
下一首歌
尼加拉瓜
鎳（煉金術）
新共和國旗幟
尼日
奈及利亞
夜空
有流星的夜空
任天堂 Switch 標誌
紐埃
禁止大麻
禁止貨車
沒訊號
非二進位標誌
北部加萊海峽地區
北VPN
北歐波羅的海國旗立方體
諾福克島
北大西洋公約組織（NATO）
北卡羅萊納
北達科他州
北韓
北馬其頓
北塞浦路斯
北愛爾蘭
北馬裡亞納群島
北部領土
北萊茵-威斯特法倫州
西北地區
挪威
注意粒子
新斯科細亞省
新手旗幟
努納武特地區
OC 巴士標誌
客觀的
黑曜石鎬
黑曜石劍
離線
奧格拉拉拉科塔國旗
俄亥俄州
俄克拉荷馬州
舊花邊 (#FDF5E6)
橄欖 (#808000)
橄欖枝
橄欖褐 (#6B8E23)
奧林匹亞戒指
阿曼
在線的
安大略省
奧普蒂芬
橘子
橙（#FFA500）
橙 (#f4b33f)
橙 (#ff7f00)
橘蠟筆
橘立方體
橙染料 (#F9801D)
橘自由州旗幟
橘圖示
橙紅(#FF4500)
能量寶珠
蘭花 (#DA70D6)
俄勒岡州
奧斯曼人
銜尾蛇吊墜
橢圓形圖示
雜草叢生的立方體
鬥陣特攻
氧氣（煉金術）
聚乙烯吡咯烷酮
巴基斯坦
帛琉
淡紫丁香 (#D8BFD8)
淡金棒(#EEE8AA)
淡綠 (#98FB98)
淡綠松石 (#AFEEEE)
淡紫紅 (#DB7093)
巴勒斯坦
巴拿馬
木瓜鞭 (#FFEFD5)
紙人
紙MC
巴布亞紐幾內亞
巴拉圭
派特隆
帕特雷恩標誌
貝寶
桃子泡芙 (#FFDAB9)
卵石主機
鉛筆圖示
賓州
完美的彩虹寶石
潛望鏡
人圖示
秘魯
秘魯 (#CD853F)
秘魯-玻利維亞聯邦
瘟疫符文
皮迪派標誌
幻翼
費城旗幟
菲律賓綠 (#008241)
菲律賓
燃素（煉金術）
鳳凰旗
磷（煉金術）
琴鍵
皮卡支付
鎬
鎬（Minecon Cape 2012）
鎬（礦坑下）
鎬（我的）
皮卡丘 (#25)
粉紅 (#FFC0CB)
粉紅 (#ac00ac)
粉紅 (#f7b4d6)
粉紅 (#ff48a4)
粉紅 (#ff48ff)
粉紅蠟筆
粉紅染料 (#F38BAA)
粉紅圖示
興趣
活塞（Minecon Cape 2013）
皮克斯
格子（黑）
格子（藍）
格紋（棕）
格子（青）
格子（深綠）
格紋（灰）
格子（綠）
格子（淺藍）
格紋（淺灰）
格紋（紫丁香）
格子（石灰）
格子（洋紅）
格子（橘）
格子（粉紅）
格子（紫）
格紋（彩虹）
格子（紅）
格子（白）
格子（黃）
格子球體（黑）
格子寶珠（藍）
格子球（棕）
格子球體（青）
格紋球（深綠）
格子球體（灰）
格子球（綠）
格子寶珠（淺藍）
格子球體（淺灰）
格子球體（紫丁香）
格子球（石灰）
格子球（洋紅）
格子球（橘）
格子寶珠（粉紅）
格子球（紫）
格子球體（彩虹）
格子寶珠（紅）
格子球（白）
格子球（黃）
普朗克.io 圖標
白金（煉金術）
玩+
PlayStation 標誌
懇求的臉表情符號
加號（主動）
波蘭
波蘭-立陶宛
波蘭共和國
波蘭立陶宛聯邦
葡萄牙
葡萄牙帝國
馬鈴薯炸彈
藥水
普
普（髒）
普（悲傷）
粉紅藍 (#B0E0E6)
動力核心（藍）
動力核心（青）
動力核心（石灰）
動力核心（橘）
以前的
驕傲旗幟
驕傲旗幟（2017 POC代表版）
驕傲旗幟（半浪漫）
驕傲旗幟（星雲浪漫）
驕傲旗幟（無性戀）
驕傲旗（自戀）
驕傲旗幟（性別）
驕傲旗（雌雄同體）
驕傲旗（男女浪漫）
驕傲旗幟（浪漫）
驕傲旗（無性）
驕傲旗幟（雙性別）
驕傲旗幟（雙性戀）
驕傲旗（半雌雄同體）
驕傲旗幟（半男孩）
驕傲旗幟（半性別）
驕傲旗幟（半少女）
驕傲旗幟（雙性戀）
驕傲旗幟 (enbian)
驕傲旗幟（frayromantic）
驕傲旗幟（性別酷兒）
驕傲旗幟（性別流體）
驕傲旗幟（性別龐克）
驕傲旗（雙性戀）
驕傲旗幟（陰陽人）
驕傲旗幟（女同志）
驕傲旗幟（口紅女同性戀）
驕傲旗幟（單戀）
驕傲旗幟（中性）
驕傲旗幟（非二元）
驕傲旗（全性）
驕傲旗（原版 1978 年）
驕傲旗幟（泛性戀）
驕傲旗幟（多角戀）
驕傲旗幟（多性戀）
驕傲旗幟（酷兒）
驕傲旗幟（quoiromantic）
驕傲旗幟（需要浪漫）
驕傲旗幟（直接盟友）
驕傲旗幟（變性人）
原始恐懼符文
愛德華王子島
亞該亞公國
安提阿公國
阿斯圖裡亞斯公國國旗
哈利奇公國
摩爾達維亞公國
普魯士藍 (#004182)
波多黎各
標點符號區塊
受懲罰的氣球夥伴
邦特蘭
紫 (#6b00d6)
紫 (#7f00ff)
紫 (#800080)
紫 (#820082)
紫 (#a448ff)
紫 (#b064d8)
紫蠟筆
紫水晶
紫染料 (#8932B8)
紫花式立方體
紫花朵圖標
紫圖示
拼圖立方體
QR 圖碼
卡達
清朝
石英 (#4C4C4C)
魁北克
昆士蘭州
克雷塔羅旗
問題
問號區塊
金塔納羅奧州旗幟
雷達圖示
輻射圖標
放射性標誌
鐵路標誌
雨雲
彩虹
彩虹光束接收器
彩虹開啟
彩虹圖案
彩虹播放按鈕
彩虹機器人
彩虹符文
雲上彩虹
下雨天
拉萬德標誌
重組器 3000
重組器302
重組器 4000
重組器501
恢復立方體
紅 (#820000)
紅 (#FF0000)
紅 (#ac0000)
紅 (#d60000)
紅節拍軍刀塊（點）
紅節拍軍刀塊（下）
紅節拍軍刀塊（左）
紅節拍軍刀塊（右）
紅節拍軍刀塊（上）
紅拐杖糖塊
紅蠟筆
紅染料 (#B02E26)
紅閃電
紅護身符1/5
紅護符2/5
紅護身符 3/5
紅護身符 4/5
紅護身符5/5
紅巨魔臉
重做
紅石馬鈴薯炸彈
紅石符文 I
紅石火把（未點亮）
重新整理
穆爾西亞地區
重裝（黑）
重新加載（綠）
重複
重複歌曲
阿爾巴尼亞共和國
安圭拉共和國
下加利福尼亞共和國
保加利亞共和國
加拿大共和國
東佛羅裡達共和國
恩特雷裡奧斯共和國
弗雷多尼亞共和國國旗
下加拿大共和國
馬達沃斯加共和國
馬裡蘭共和國
新格拉納達共和國
波蘭共和國
羅馬尼亞共和國
薩雷共和國國旗
索諾拉共和國
斯特拉蘭共和國國旗
德克薩斯共和國 (1836-1839)
西佛羅裡達共和國
尤卡坦共和國
剛果共和國
佛羅裡達共和國
格蘭德河共和國
裡奧格蘭德共和國國旗
救援環
共振信號彈炸彈
反向問號
復活石
萊茵蘭-普法爾茨州
羅德島
羅納-阿爾卑斯大區
瑞波幣 (XRP)
河邊旗幟
羅馬帝國
羅馬共和國 (1798)
羅馬尼亞
玫瑰
玫瑰紅 (#d24343)
紅木 (#580000)
羅斯曼
玫瑰棕 (#BC8F8F)
寶藍 (#4169E1)
盧安達
紅寶石遺物
符文（增強）
符文（羽毛）
符文（無限）
符文（翼）
俄羅斯
俄羅斯帝國
琉球王國旗幟
團圓
不銹鋼立方體
薩爾保護國
薩爾州
馬鞍棕 (#8B4513)
蘋果瀏覽器
阿拉伯撒哈拉民主共和國
聖巴泰勒米島
聖克里斯多福及尼維斯
鮭魚（#FA8072）
鹽（煉金術）
薩摩亞
舊金山旗
聖路易斯波托西
聖馬利諾
沙棕 (#F4A460)
藍寶石遺物
薩斯喀徹溫省
沙烏地阿拉伯
薩凡納 Minecon 地球 2018
薩克森
薩克森-安哈特州
害怕的地球
可怕的氣球夥伴
分散的亞歷克斯
散雞
分散爬行者
分散的英雄鹼
分散圖示（藍）
分散圖示（灰）
分散圖示（綠）
分散圖示（淺藍）
分散圖示（橘）
分散圖示（紫）
分散圖示（紅）
分散圖示（黃）
分散的布洛比先生
分散的骷髏
分散的殭屍
石勒蘇益格-荷爾斯泰因州
蘇格蘭
尖叫綠 (#48FF48)
海綠 (#2E8B57)
海貝殼 (#FFF5EE)
海豹棕 (#582C00)
西雅圖旗幟
西班牙第二共和國
塞內加爾
塞爾維亞
伺服器火焰
設定
設定圖示
塞席爾
陰影人圖標
剪
購物袋圖標
鏟
西耶娜 (#A0522D)
獅子山
訊號（良好）
訊號（高）
訊號（低）
信號（中）
西里西亞
銀 (#C0C0C0)
銀牌 (#cccccc)
銀（煉金術）
新加坡
肌理
天空
天空立方
天空表情符號
天藍 (#87CEEB)
天空之境
Skype
石板藍（#6A5ACD）
板巖灰 (#708090)
睡眠模式
史萊姆表情符號
斯洛伐克
斯洛維尼亞
智慧水
扣球
笑臉
微笑的惡魔表情符號
微笑的巖石
煙霧顆粒
煙霧符文
煙熏符文 I
抽煙
蛇符文
快照
雪 (#FFFAFA)
雪花
雪人圖標
社群分享圖標
索羅門群島
索馬利亞
索馬利蘭
索尼維加斯 13
靈魂方塊
靈魂火炬
靈魂火焰粒子
魂速粒子
靈魂流樁
靈魂扭曲符文
聲音（關閉）
聲音（開）
聲雲
南非
南澳大利亞
南卡羅來納
南達科他州
韓國
南奧塞梯
南蘇丹
南葉門
蘇聯
蘇聯國旗
太空侵略者
鏟
西班牙
儲蓄銀行
閃耀之星
閃閃發光的符文
矛
幽靈塵埃
光譜
會話框
講話泡泡（注意）
語音氣泡（禁止聊天）
